Filename,Channel 1 Mean,Channel 1 Standard Deviation,Channel 1 Skewness,Channel 2 Mean,Channel 2 Standard Deviation,Channel 2 Skewness,Channel 3 Mean,Channel 3 Standard Deviation,Channel 3 Skewness,Color Richness,Color Palette 1 Red,Color Palette 1 Green,Color Palette 1 Blue,Color Palette 2 Red,Color Palette 2 Green,Color Palette 2 Blue,Color Palette 3 Red,Color Palette 3 Green,Color Palette 3 Blue,Color Palette 4 Red,Color Palette 4 Green,Color Palette 4 Blue,Color Palette 5 Red,Color Palette 5 Green,Color Palette 5 Blue
252684.jpg,163.6435298111679,45.03177568542501,-0.7354565630984431,17.82561629336734,37.77344182654406,5.887984969226418,32.55963802660596,12.724091663885694,0.041087699164330894,0.17405277257127208,87.68750000000006,63.97321428571429,38.50892857142855,204.98936170212767,143.66489361702128,74.71808510638296,241.4222222222223,202.53777777777782,145.40444444444447,208.83760683760684,168.56410256410254,119.47008547008545,147.82572614107886,113.83817427385891,73.31120331950206
359909.jpg,115.00020138888888,78.54631069356826,-0.06173975914617927,42.165305555555555,89.33677764918527,1.9413980179626662,71.12298611111112,103.7591584952321,1.1588867731283434,0.34770833333333334,129.57746478873239,111.7605633802817,99.66901408450704,73.32653061224494,58.428571428571416,54.272108843537424,179.12195121951223,161.8658536585366,141.3780487804878,218.88931297709928,202.12977099236633,175.14503816793894,21.294736842105294,21.610526315789414,26.00350877192983
252690.jpg,148.37739675516224,62.79897724428424,-1.0218409226534362,139.0558075221239,120.84940605167489,-0.24842603654377074,36.62825589970502,32.3997618528795,5.440806820401572,0.15566740412979352,72.16129032258064,75.58064516129033,42.32258064516129,14.531468531468505,18.314685314685363,7.587412587412629,152.28225806451613,135.81854838709677,76.38306451612902,173.52651515151513,159.3409090909091,99.25,203.43462897526499,216.32508833922262,122.59363957597179
9223372032559855081.jpg,52.42488836150808,71.5792081283659,1.2420942385967966,65.74723192958923,108.39021865706226,1.1266663488849618,44.665517622152166,89.29060549430574,1.7867724973731505,0.07325630194421892,222.79365079365078,225.61904761904756,218.98412698412693,161.183908045977,160.68965517241378,147.01149425287358,88.5179856115108,95.42446043165472,90.66906474820148,53.94078947368421,40.98026315789474,31.328947368421055,2.1824686940964995,1.5277280858675084,2.0178890876565703
361500.jpg,89.66439950511466,61.76250527134078,0.3390357302857271,47.660142598403105,85.00917280267741,1.8755733530088545,41.88990395653172,50.80216458115161,2.964872618583343,0.4989254100660697,48.18000000000001,93.3,122.74000000000001,207.66386554621852,184.39495798319325,138.99999999999994,174.90291262135926,121.30097087378643,23.844660194174757,105.87295081967214,76.80737704918033,18.049180327868864,35.66666666666657,23.34908136482931,8.448818897637778
359921.jpg,82.53716649780479,72.81161875235553,0.7432149752810131,16.67434988179669,48.163228832533456,4.602389081512291,17.27430344478217,44.78076467006169,4.943295755199782,0.25892857142857145,143.54794520547946,100.94520547945206,82.63013698630138,187.9099099099099,149.9009009009009,128.5045045045045,82.0948275862069,57.93103448275862,49.02586206896553,224.04790419161668,198.47305389221552,171.83832335329345,32.82176360225118,25.38649155722309,22.999999999999943
9223372032559855095.jpg,69.38872150888449,56.55156808292692,0.1333280293159559,70.18285178529352,107.67591062714921,1.0832444198178157,46.84395101571653,88.89565865342838,1.718702919453667,0.055222781322649024,8.580645161290327,91.25806451612902,174.32258064516128,46.95744680851067,49.867021276595736,48.611702127659555,149.66350710900466,133.9763033175356,123.72037914691941,112.23664122137401,88.61832061068698,78.29007633587784,2.9935064935063878,2.805194805194809,4.503246753246778
252647.jpg,228.15512685884624,8.693418532427295,-4.481684237025221,19.61168885426194,65.43008844153776,3.3128809062181284,18.764190463286024,9.056621601538561,21.724151490170662,0.04001671126768515,142.25,136.25,119.5,216.375,173.625,120.625,252.41666666666666,251.45833333333334,238.16666666666666,219.42105263157896,207.98245614035088,181.4561403508772,238.44101433296584,224.37265711135612,189.67805953693494
311018.jpg,207.85404790521977,78.77095064292863,-1.5295999457324065,0.0,0.0,0.0,0.0,0.0,0.0,0.001098901098901099,8.89610389610391,8.89610389610391,8.89610389610391,199.21794871794873,199.21794871794873,199.21794871794873,74.70588235294119,74.70588235294119,74.70588235294119,137.75531914893617,137.75531914893617,137.75531914893617,253.7027027027029,253.7027027027029,253.7027027027029
361299.jpg,150.85515356316137,63.38039480943912,-0.7570979666651061,25.060840102099867,48.308717389167526,4.237696495899579,52.20404085028108,67.54755597712342,2.3435223490808488,0.3932433759093915,222.22033898305085,162.3050847457627,33.237288135593204,56.83756345177666,30.54314720812185,41.52284263959394,150.34653465346534,85.31683168316837,55.311881188118804,198.93953488372094,152.92093023255816,112.01860465116279,229.71559633027525,199.3425076452599,162.14984709480123
